frame,time_s,artificial_pulse_V,artificial_pulse_mV
281,0.1085784,0.0,0.0
282,0.1089648,0.0,0.0
283,0.10935120000000001,0.0,0.0
284,0.1097376,0.0,0.0
285,0.110124,0.0,0.0
286,0.11051040000000001,0.0,0.0
287,0.1108968,0.0,0.0
288,0.1112832,0.0,0.0
289,0.11166960000000001,0.0,0.0
290,0.112056,0.0,0.0
291,0.1124424,0.0,0.0
292,0.1128288,0.0,0.0
293,0.1132152,0.0,0.0
294,0.11360160000000001,0.0,0.0
295,0.113988,0.0,0.0
296,0.1143744,0.0,0.0
297,0.11476080000000001,0.0,0.0
298,0.1151472,0.0,0.0
299,0.1155336,0.0,0.0
300,0.11592000000000001,0.0,0.0
301,0.1163064,0.0,0.0
302,0.1166928,0.0,0.0
303,0.11707920000000001,0.0,0.0
304,0.1174656,0.0,0.0
305,0.117852,0.0,0.0
306,0.11823840000000001,0.0,0.0
307,0.1186248,0.0,0.0
308,0.1190112,0.0,0.0
309,0.1193976,0.0,0.0
310,0.119784,0.0,0.0
311,0.12017040000000001,0.0,0.0
312,0.1205568,0.0,0.0
313,0.1209432,0.0,0.0
314,0.12132960000000001,0.0,0.0
315,0.121716,0.0,0.0
316,0.1221024,0.0,0.0
317,0.12248880000000001,0.0,0.0
318,0.1228752,0.0,0.0
319,0.1232616,0.0,0.0
320,0.12364800000000001,0.0,0.0
321,0.1240344,0.0,0.0
322,0.1244208,0.0,0.0
323,0.12480720000000001,0.0,0.0
324,0.12519360000000002,0.0,0.0
325,0.12558,0.0,0.0
326,0.1259664,0.0,0.0
327,0.12635280000000002,0.0,0.0
328,0.1267392,0.0,0.0
329,0.1271256,0.0,0.0
330,0.12751200000000001,0.0,0.0
331,0.1278984,0.0,0.0
332,0.1282848,0.0,0.0
333,0.1286712,0.0,0.0
334,0.1290576,0.0,0.0
335,0.129444,0.0,0.0
336,0.1298304,0.0,0.0
337,0.1302168,0.0,0.0
338,0.1306032,0.0,0.0
339,0.1309896,0.0,0.0
340,0.131376,0.0,0.0
341,0.1317624,0.0,0.0
342,0.1321488,0.0,0.0
343,0.1325352,0.0,0.0
344,0.1329216,0.0,0.0
345,0.133308,0.0,0.0
346,0.1336944,0.0,0.0
347,0.1340808,0.0,0.0
348,0.1344672,0.0,0.0
349,0.13485360000000002,0.0,0.0
350,0.13524,0.0,0.0
351,0.1356264,0.0,0.0
352,0.13601280000000002,0.0,0.0
353,0.1363992,0.0,0.0
354,0.1367856,0.0,0.0
355,0.13717200000000002,0.0,0.0
356,0.1375584,0.0,0.0
357,0.1379448,0.0,0.0
358,0.13833120000000002,0.0,0.0
359,0.1387176,0.0,0.0
360,0.139104,0.0,0.0
361,0.13949040000000001,0.0,0.0
362,0.1398768,0.0,0.0
363,0.1402632,0.0,0.0
364,0.1406496,0.0,0.0
365,0.141036,0.0,0.0
366,0.1414224,0.0,0.0
367,0.1418088,0.0,0.0
368,0.1421952,0.0,0.0
369,0.1425816,0.0,0.0
370,0.142968,0.0,0.0
371,0.1433544,0.0,0.0
372,0.1437408,0.0,0.0
373,0.1441272,0.0,0.0
374,0.1445136,0.0,0.0
375,0.1449,0.0,0.0
376,0.1452864,0.0,0.0
377,0.14567280000000002,0.0,0.0
378,0.1460592,0.0,0.0
379,0.1464456,0.0,0.0
380,0.14683200000000002,0.0,0.0
381,0.1472184,0.0,0.0
382,0.1476048,0.0,0.0
383,0.14799120000000002,0.0,0.0
384,0.1483776,0.0,0.0
385,0.148764,0.0,0.0
386,0.14915040000000002,0.0,0.0
387,0.1495368,0.0,0.0
388,0.1499232,0.0,0.0
389,0.15030960000000002,0.0,0.0
390,0.150696,0.0,0.0
391,0.1510824,0.0,0.0
392,0.15146880000000001,0.0,0.0
393,0.1518552,0.0,0.0
394,0.1522416,0.0,0.0
395,0.152628,0.0,0.0
396,0.1530144,0.0,0.0
397,0.1534008,0.0,0.0
398,0.1537872,0.0,0.0
399,0.1541736,0.0,0.0
400,0.15456,0.0,0.0
401,0.1549464,0.0,0.0
402,0.1553328,0.0,0.0
403,0.1557192,0.0,0.0
404,0.1561056,0.0,0.0
405,0.156492,0.0,0.0
406,0.1568784,0.0,0.0
407,0.1572648,0.0,0.0
408,0.15765120000000002,0.0,0.0
409,0.1580376,0.0,0.0
410,0.158424,0.0,0.0
411,0.15881040000000002,0.0,0.0
412,0.1591968,0.0,0.0
413,0.1595832,0.0,0.0
414,0.15996960000000002,0.0,0.0
415,0.160356,0.0,0.0
416,0.1607424,0.0,0.0
417,0.16112880000000002,0.0,0.0
418,0.1615152,0.0,0.0
419,0.1619016,0.0,0.0
420,0.16228800000000002,0.0,0.0
421,0.1626744,0.0,0.0
422,0.1630608,0.0,0.0
423,0.16344720000000001,0.0,0.0
424,0.1638336,0.0,0.0
425,0.16422,0.0,0.0
426,0.1646064,0.0,0.0
427,0.1649928,0.0,0.0
428,0.1653792,0.0,0.0
429,0.1657656,0.0,0.0
430,0.166152,0.0,0.0
431,0.1665384,0.0,0.0
432,0.1669248,0.0,0.0
433,0.1673112,0.0,0.0
434,0.1676976,0.0,0.0
435,0.168084,0.0,0.0
436,0.1684704,0.0,0.0
437,0.1688568,0.0,0.0
438,0.1692432,0.0,0.0
439,0.16962960000000002,0.0,0.0
440,0.170016,0.0,0.0
441,0.1704024,0.0,0.0
442,0.17078880000000002,0.0,0.0
443,0.1711752,0.0,0.0
444,0.1715616,0.0,0.0
445,0.17194800000000002,0.0,0.0
446,0.1723344,0.0,0.0
447,0.1727208,0.0,0.0
448,0.17310720000000002,0.0,0.0
449,0.1734936,0.0,0.0
450,0.17388,0.0,0.0
451,0.17426640000000002,0.0,0.0
452,0.1746528,0.0,0.0
453,0.1750392,0.0,0.0
454,0.17542560000000001,0.0,0.0
455,0.175812,0.0,0.0
456,0.1761984,0.0,0.0
